Title;Price;Stock;Category;Cover;UPC;Product Type;Price (excl. tax);Price (incl. tax);Tax;Availability;Number of reviews
The Day the Crayons Came Home (Crayons);26.33;3;Childrens;http://books.toscrape.com/media/cache/34/b2/34b2631bafd148bcd8dcd850a4b75971.jpg;b22362b434e8ee62;Books;26.33;26.33;0.00;In stock (3 available);0
The Da Vinci Code (Robert Langdon #2);22.96;3;Fiction;http://books.toscrape.com/media/cache/90/81/90810ccd85e7f49b9040246800a19b44.jpg;dabf11918b48b40c;Books;22.96;22.96;0.00;In stock (3 available);0
The Cuckoo's Calling (Cormoran Strike #1);19.21;3;Mystery;http://books.toscrape.com/media/cache/72/ec/72ec24f082aba608ca37bc3aeaf57317.jpg;1be6d3b121865edb;Books;19.21;19.21;0.00;In stock (3 available);0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]);26.78;3;Classics;http://books.toscrape.com/media/cache/55/2d/552d55d44dcc0f27e98b3e7dc3959e1a.jpg;cad70d6ffd53912f;Books;26.78;26.78;0.00;In stock (3 available);0
The Complete Poems;41.32;3;Add a comment;http://books.toscrape.com/media/cache/e5/cb/e5cb32b76ae2e45823f1d50446c9ae58.jpg;23707d3ddf14a999;Books;41.32;41.32;0.00;In stock (3 available);0
The Catcher in the Rye;24.55;3;Add a comment;http://books.toscrape.com/media/cache/b4/54/b4540e3eb2e980d0c2b45c5c4432f28b.jpg;487449f4f6322f0f;Books;24.55;24.55;0.00;In stock (3 available);0
The Cat in the Hat (Beginner Books B-1);16.26;3;Childrens;http://books.toscrape.com/media/cache/3c/45/3c4578b3f58e5b4afea86f886b201fd8.jpg;b7f475238ed50429;Books;16.26;16.26;0.00;In stock (3 available);0
The Case for Christ (Cases for Christianity);47.84;3;Add a comment;http://books.toscrape.com/media/cache/fc/42/fc42d56ac8d3ee46bfea880d0cf46a5e.jpg;970bd3316219e7dc;Books;47.84;47.84;0.00;In stock (3 available);0
The Book Thief;53.49;3;Default;http://books.toscrape.com/media/cache/54/0b/540bd6b063db9cc37fcfa7d9d8a97c7d.jpg;a75e274c8814b539;Books;53.49;53.49;0.00;In stock (3 available);0
The Book of Basketball: The NBA According to The Sports Guy;44.84;3;Sports and Games;http://books.toscrape.com/media/cache/73/bb/73bbe0a70806f8a732b9a7a7a343c5ec.jpg;08decd9664e5d56e;Books;44.84;44.84;0.00;In stock (3 available);0
The Blind Side: Evolution of a Game;53.71;3;Add a comment;http://books.toscrape.com/media/cache/a2/2a/a22a10fdc420dce290c7c85dde23f093.jpg;cd3dcd83bb002e78;Books;53.71;53.71;0.00;In stock (3 available);0
The Autobiography of Malcolm X;23.43;3;Default;http://books.toscrape.com/media/cache/d7/4d/d74ddd5fd851eb01a201e7de7f4d5832.jpg;b04a6a0db525857d;Books;23.43;23.43;0.00;In stock (3 available);0
The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution;34.32;3;Food and Drink;http://books.toscrape.com/media/cache/ce/50/ce507dd8849b38d2c3eebb0e691c1aab.jpg;311634df10651e05;Books;34.32;34.32;0.00;In stock (3 available);0
The Art of Fielding;22.10;3;Fiction;http://books.toscrape.com/media/cache/8a/fe/8afee4ecfc952010bcb70f72e4728d16.jpg;2858ac90c4758e1f;Books;22.10;22.10;0.00;In stock (3 available);0
Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character;25.83;3;Science;http://books.toscrape.com/media/cache/a5/50/a550edf8668b36d52d37080a804944ab.jpg;61002f3b7ba5d780;Books;25.83;25.83;0.00;In stock (3 available);0
Stiff: The Curious Lives of Human Cadavers;36.74;3;Nonfiction;http://books.toscrape.com/media/cache/00/01/0001685f344cae0e6921bc3f8256b54e.jpg;a11ae5f07572ef49;Books;36.74;36.74;0.00;In stock (3 available);0
Spilled Milk: Based on a True Story;49.51;3;Nonfiction;http://books.toscrape.com/media/cache/2e/a3/2ea30e892e0060412f854b31a4e72e47.jpg;f08667e4c0458f37;Books;49.51;49.51;0.00;In stock (3 available);0
Something Borrowed (Darcy & Rachel #1);48.96;3;Womens Fiction;http://books.toscrape.com/media/cache/82/ed/82ed95c8c6c3ee6171fe3b55d766a9ec.jpg;ac27ab4bcd9c492e;Books;48.96;48.96;0.00;In stock (3 available);0
Something Blue (Darcy & Rachel #2);54.62;3;Womens Fiction;http://books.toscrape.com/media/cache/29/26/2926c885f673e84d7fc46240b1f77eb2.jpg;3fc9d51d1c4d6ba7;Books;54.62;54.62;0.00;In stock (3 available);0
Soldier (Talon #3);24.72;3;Fantasy;http://books.toscrape.com/media/cache/79/15/7915bf4c3d1a2f7fd39c4edff580e91f.jpg;feaaae90514eb2ac;Books;24.72;24.72;0.00;In stock (3 available);0
Shopaholic & Baby (Shopaholic #5);46.45;3;Default;http://books.toscrape.com/media/cache/75/b1/75b1b239670c929c4e17b9a67ebb6272.jpg;c57d3c96af23c297;Books;46.45;46.45;0.00;In stock (3 available);0
Seven Days in the Art World;52.33;3;Add a comment;http://books.toscrape.com/media/cache/92/2f/922f6fcd3282a0da76cc14fc13ae2411.jpg;07806456878931bc;Books;52.33;52.33;0.00;In stock (3 available);0
Seven Brief Lessons on Physics;30.60;3;Science;http://books.toscrape.com/media/cache/ae/f9/aef933758e39ba5e4327b2152478bb1a.jpg;281a244ce1954711;Books;30.60;30.60;0.00;In stock (3 available);0
Scarlet (The Lunar Chronicles #2);14.57;3;Young Adult;http://books.toscrape.com/media/cache/97/04/9704e3b9203e9b029134d0b86c17613b.jpg;510832818edb6fbc;Books;14.57;14.57;0.00;In stock (3 available);0
Sarah's Key;46.29;3;Add a comment;http://books.toscrape.com/media/cache/36/94/3694ded38770738af6a6959636124331.jpg;5b2cd5b31a510848;Books;46.29;46.29;0.00;In stock (3 available);0
Saga, Volume 3 (Saga (Collected Editions) #3);21.57;3;Sequential Art;http://books.toscrape.com/media/cache/55/89/5589eb7a8127d04add1c4205186d91d4.jpg;7b870bf85d01c2dc;Books;21.57;21.57;0.00;In stock (3 available);0
Running with Scissors;12.91;3;Autobiography;http://books.toscrape.com/media/cache/4c/e1/4ce1ed40df359e001020e1ea55674381.jpg;28921443f052bea6;Books;12.91;12.91;0.00;In stock (3 available);0
Rogue Lawyer (Rogue Lawyer #1);50.11;3;Add a comment;http://books.toscrape.com/media/cache/2d/d0/2dd096d0fa0af96560c16aeffea83d4a.jpg;b4f5672f68ec3a83;Books;50.11;50.11;0.00;In stock (3 available);0
Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars;41.67;3;Nonfiction;http://books.toscrape.com/media/cache/1c/41/1c41d9cb63d3627fc60a1f3ba42da963.jpg;89cad3f37c9ce226;Books;41.67;41.67;0.00;In stock (3 available);0
Rework;44.88;3;Business;http://books.toscrape.com/media/cache/12/23/12233a9d0bf8187a988c27c6a54b3d31.jpg;8e9dd8431170c09e;Books;44.88;44.88;0.00;In stock (3 available);0
Reservations for Two;11.10;3;Romance;http://books.toscrape.com/media/cache/7a/13/7a13d10c37d4b975145bfa493f69fbf0.jpg;ecdf73ee66c33b17;Books;11.10;11.10;0.00;In stock (3 available);0
Red: The True Story of Red Riding Hood;28.54;3;Childrens;http://books.toscrape.com/media/cache/9d/dd/9ddd21ce54bf11eb84bf6986decb9915.jpg;4c8ece50736f9e88;Books;28.54;28.54;0.00;In stock (3 available);0
Ready Player One;19.07;3;Science Fiction;http://books.toscrape.com/media/cache/b9/af/b9afd75c09ff7bf82c9a158a34cb993d.jpg;2ef5dc7e278e562a;Books;19.07;19.07;0.00;In stock (3 available);0
Quiet: The Power of Introverts in a World That Can't Stop Talking;43.55;3;Default;http://books.toscrape.com/media/cache/15/fd/15fd39b56579a9038ad1233ceb91951d.jpg;3c565df219ba3274;Books;43.55;43.55;0.00;In stock (3 available);0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2);43.63;3;Sequential Art;http://books.toscrape.com/media/cache/1b/8b/1b8b733db667fc3a7bbca0d65fa078f1.jpg;9707989a439757b4;Books;43.63;43.63;0.00;In stock (3 available);0
Persepolis: The Story of a Childhood (Persepolis #1-2);39.13;3;Sequential Art;http://books.toscrape.com/media/cache/9d/5f/9d5f4a231a2ee898ed76f603b3e40163.jpg;cb62418129b864a3;Books;39.13;39.13;0.00;In stock (3 available);0
Packing for Mars: The Curious Science of Life in the Void;56.68;3;Default;http://books.toscrape.com/media/cache/f1/33/f13365561defe8ad6f80c26d2216633c.jpg;8e2dfd6bcf48e1e6;Books;56.68;56.68;0.00;In stock (3 available);0
Outliers: The Story of Success;14.16;3;Nonfiction;http://books.toscrape.com/media/cache/7c/7f/7c7f3a48d03cdbdd87c07482711b72f9.jpg;09a7b0b566ad6225;Books;14.16;14.16;0.00;In stock (3 available);0
Original Fake;31.45;3;Sequential Art;http://books.toscrape.com/media/cache/39/99/3999845b6800427aad3d45041586a171.jpg;c59283b05905c853;Books;31.45;31.45;0.00;In stock (3 available);0
Orange Is the New Black;24.61;3;Default;http://books.toscrape.com/media/cache/c4/cf/c4cf1668dcb49c698e8cc2c6553b1237.jpg;8378c899988905ee;Books;24.61;24.61;0.00;In stock (3 available);0
One for the Money (Stephanie Plum #1);32.87;3;Default;http://books.toscrape.com/media/cache/3f/7a/3f7a775ec9fe618e122e3d3b4f91dc22.jpg;3250650a5c4e6f07;Books;32.87;32.87;0.00;In stock (3 available);0
Notes from a Small Island (Notes From a Small Island #1);40.17;3;Nonfiction;http://books.toscrape.com/media/cache/8f/40/8f40ba4f73d2c70e0ccc15d77dc3c220.jpg;cb65e49993db9a93;Books;40.17;40.17;0.00;In stock (3 available);0
Night (The Night Trilogy #1);13.51;3;Nonfiction;http://books.toscrape.com/media/cache/b2/45/b245b0b715de260634e66a05a024cc52.jpg;c4d9fce9eff3b8ba;Books;13.51;13.51;0.00;In stock (3 available);0
Neither Here nor There: Travels in Europe;38.95;3;Travel;http://books.toscrape.com/media/cache/c9/9a/c99a7a05537cd842eb4db83d537e3a4d.jpg;747cf7fca2ccdbd4;Books;38.95;38.95;0.00;In stock (3 available);0
Naked;31.69;3;Humor;http://books.toscrape.com/media/cache/80/2b/802b92421a7314b0a6afef8a9754cf5c.jpg;54aeeb4610d3ae08;Books;31.69;31.69;0.00;In stock (3 available);0
Morning Star (Red Rising #3);29.40;3;Default;http://books.toscrape.com/media/cache/53/4b/534bffd5988b0ddf6b587de76fa63d9a.jpg;7ce5a92baabb6bc0;Books;29.40;29.40;0.00;In stock (3 available);0
Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing;57.83;3;Nonfiction;http://books.toscrape.com/media/cache/60/cd/60cda3c756f14ef6625b979cfeb230ea.jpg;7980fa06f2b704d8;Books;57.83;57.83;0.00;In stock (3 available);0
Midnight Riot (Peter Grant/ Rivers of London - books #1);55.46;3;Fantasy;http://books.toscrape.com/media/cache/cd/65/cd65e4ee648ae23f6cdafb41e4948d6e.jpg;e9056f9b5a40a301;Books;55.46;55.46;0.00;In stock (3 available);0
Me Talk Pretty One Day;57.60;3;Autobiography;http://books.toscrape.com/media/cache/61/b2/61b220c2079a45a7975a397c8849e00e.jpg;abc4a7ee16c21088;Books;57.60;57.60;0.00;In stock (3 available);0
Manuscript Found in Accra;34.98;3;Add a comment;http://books.toscrape.com/media/cache/d9/54/d9540861f39f0b181b3fb13d57025f0c.jpg;546da23278482b0a;Books;34.98;34.98;0.00;In stock (3 available);0
Lust & Wonder;11.87;3;Autobiography;http://books.toscrape.com/media/cache/25/1c/251ce4355601534338a646f2b63be93a.jpg;0dcadb06206abd3c;Books;11.87;11.87;0.00;In stock (3 available);0
Lila (Gilead #3);12.47;3;Fiction;http://books.toscrape.com/media/cache/9b/37/9b37bcfb1a44dabbef36f5bf899df4b0.jpg;4ef75307fb64e2ad;Books;12.47;12.47;0.00;In stock (3 available);0
Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3);33.26;3;Science Fiction;http://books.toscrape.com/media/cache/54/ca/54cac05a3026d35e713133a1fe49f6c8.jpg;4b3f4f151c99f472;Books;33.26;33.26;0.00;In stock (3 available);0
Life Without a Recipe;59.04;3;Autobiography;http://books.toscrape.com/media/cache/9e/4f/9e4fb935df3113056cc9bdee6cd09ea6.jpg;c53d9fefcda371e9;Books;59.04;59.04;0.00;In stock (3 available);0
Life After Life;26.13;3;Default;http://books.toscrape.com/media/cache/60/4b/604b6a188b8ad3cfaeda67039399fcb6.jpg;4ec53ff7e2263f32;Books;26.13;26.13;0.00;In stock (3 available);0
Letter to a Christian Nation;22.20;3;Nonfiction;http://books.toscrape.com/media/cache/88/21/8821ea9cd21326e41e095619b822a4a8.jpg;1de75f05d57bfc10;Books;22.20;22.20;0.00;In stock (3 available);0
Let's Pretend This Never Happened: A Mostly True Memoir;45.11;3;Nonfiction;http://books.toscrape.com/media/cache/f5/8a/f58a15a50b2d70a4a8fd4fa6485a7009.jpg;1246e4ffeb5ac4ea;Books;45.11;45.11;0.00;In stock (3 available);0
Legend (Legend #1);43.69;3;Young Adult;http://books.toscrape.com/media/cache/57/8f/578f1512a0f0a9d3c2ab9543f7b4506f.jpg;0ce8075fab4a2b5b;Books;43.69;43.69;0.00;In stock (3 available);0
Lean In: Women, Work, and the Will to Lead;25.02;3;Default;http://books.toscrape.com/media/cache/c2/4f/c24fc1d77ec9dd6e0c863484041c482f.jpg;d5e1a9bfe22bbf9f;Books;25.02;25.02;0.00;In stock (3 available);0
Lamb: The Gospel According to Biff, Christ's Childhood Pal;55.50;3;Humor;http://books.toscrape.com/media/cache/c4/69/c469440eeffdd84ac3f4b09bd575c548.jpg;190fbebbf798c31a;Books;55.50;55.50;0.00;In stock (3 available);0
Lady Renegades (Rebel Belle #3);53.04;3;Young Adult;http://books.toscrape.com/media/cache/86/36/8636b9056ea6930c153cd1d5b4aed36a.jpg;16e843e6b853cc2f;Books;53.04;53.04;0.00;In stock (3 available);0
Jurassic Park (Jurassic Park #1);44.97;3;Fiction;http://books.toscrape.com/media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg;a0dd11f6abc421ec;Books;44.97;44.97;0.00;In stock (3 available);0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond;42.38;3;Nonfiction;http://books.toscrape.com/media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg;d4a29356fc992879;Books;42.38;42.38;0.00;In stock (3 available);0
Is Everyone Hanging Out Without Me? (And Other Concerns);20.11;3;Default;http://books.toscrape.com/media/cache/80/4f/804fbcee4a4afa6498badaa12709c049.jpg;034829ffdd0a0aea;Books;20.11;20.11;0.00;In stock (3 available);0
Into the Wild;56.70;3;Nonfiction;http://books.toscrape.com/media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg;a7c3f1010d64799a;Books;56.70;56.70;0.00;In stock (3 available);0
Inferno (Robert Langdon #4);41.00;3;Fiction;http://books.toscrape.com/media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg;6c4646d90b60a56c;Books;41.00;41.00;0.00;In stock (3 available);0
In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin;28.85;3;Nonfiction;http://books.toscrape.com/media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg;d8292cd5f1aca291;Books;28.85;28.85;0.00;In stock (3 available);0
If I Run (If I Run #1);49.97;3;Christian Fiction;http://books.toscrape.com/media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg;61569d12d4ae7161;Books;49.97;49.97;0.00;In stock (3 available);0
I've Got Your Number;19.69;3;Womens Fiction;http://books.toscrape.com/media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg;6b32b561dab8036c;Books;19.69;19.69;0.00;In stock (3 available);0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban;28.88;3;Nonfiction;http://books.toscrape.com/media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg;8010c7c148057fd3;Books;28.88;28.88;0.00;In stock (3 available);0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World;33.14;3;Food and Drink;http://books.toscrape.com/media/cache/54/63/54630f76b730d2d00dc8d75921992af2.jpg;6c4d17a46cac8787;Books;33.14;33.14;0.00;In stock (3 available);0
House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth;43.70;3;History;http://books.toscrape.com/media/cache/f5/b7/f5b783f6cfdfe30895d912f9e337bb22.jpg;1812b8f5641287e3;Books;43.70;43.70;0.00;In stock (3 available);0
House of Leaves;54.89;3;Horror;http://books.toscrape.com/media/cache/20/c2/20c2ff61355569b4f84e2f847e37db25.jpg;557c03c284be1bf2;Books;54.89;54.89;0.00;In stock (3 available);0
Horrible Bear!;37.52;3;Childrens;http://books.toscrape.com/media/cache/9f/9c/9f9c8afb3befd7ab2629c76983445766.jpg;cc1ac978a6835ef6;Books;37.52;37.52;0.00;In stock (3 available);0
Holidays on Ice;51.07;3;Humor;http://books.toscrape.com/media/cache/57/4c/574cbab555bb7d21e50b20267383e45d.jpg;0cb4856be3694a57;Books;51.07;51.07;0.00;In stock (3 available);0
Heir to the Sky;44.07;3;Fantasy;http://books.toscrape.com/media/cache/36/39/36393f3294ab28afe4a2117fc987be75.jpg;b003f8bb02f76dc5;Books;44.07;44.07;0.00;In stock (3 available);0
Green Eggs and Ham (Beginner Books B-16);10.79;3;Childrens;http://books.toscrape.com/media/cache/38/91/38916e718a4a117d62cbb8e10c7443ff.jpg;621e2c310cec8d32;Books;10.79;10.79;0.00;In stock (3 available);0
Grayson, Vol 3: Nemesis (Grayson #3);42.72;3;Sequential Art;http://books.toscrape.com/media/cache/a9/10/a9105d5dbdc6a339c21d6635b3dc1697.jpg;4f6985aca357ae09;Books;42.72;42.72;0.00;In stock (3 available);0
Gratitude;26.66;3;Nonfiction;http://books.toscrape.com/media/cache/56/73/5673fea5d08ad840ade774146ce07b28.jpg;c300cc9326592b65;Books;26.66;26.66;0.00;In stock (3 available);0
Gone Girl;37.60;3;Default;http://books.toscrape.com/media/cache/73/21/7321b201d1c51a1c3b777a72c4bc0ea9.jpg;d5c588b6f9c015e4;Books;37.60;37.60;0.00;In stock (3 available);0
Golden (Heart of Dread #3);42.21;3;Young Adult;http://books.toscrape.com/media/cache/c2/8b/c28ba565e29fd6879ccf4738fbf06696.jpg;984b3b6e7479b571;Books;42.21;42.21;0.00;In stock (3 available);0
Girl in the Blue Coat;46.83;3;Historical Fiction;http://books.toscrape.com/media/cache/15/ea/15eaabd188af8916c4a37d135f7b8952.jpg;41fc5dce044f16f5;Books;46.83;46.83;0.00;In stock (3 available);0
Fruits Basket, Vol. 3 (Fruits Basket #3);45.17;3;Sequential Art;http://books.toscrape.com/media/cache/85/d2/85d2821dbc2d274f516582449199015e.jpg;d5f5a122a593b580;Books;45.17;45.17;0.00;In stock (3 available);0
Friday Night Lights: A Town, a Team, and a Dream;51.22;3;Sports and Games;http://books.toscrape.com/media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg;a9aa3ed5b316470b;Books;51.22;51.22;0.00;In stock (3 available);0
Fire Bound (Sea Haven/Sisters of the Heart #5);21.28;3;Add a comment;http://books.toscrape.com/media/cache/33/fb/33fba23401f34bd8cd5287f5ca640502.jpg;2ed3a794a70aa85f;Books;21.28;21.28;0.00;In stock (3 available);0
Fifty Shades Freed (Fifty Shades #3);15.36;3;Adult Fiction;http://books.toscrape.com/media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg;ed813a848580ba50;Books;15.36;15.36;0.00;In stock (3 available);0
Fellside;38.62;3;Default;http://books.toscrape.com/media/cache/cc/06/cc0645a0e77fc831377456199f9e0a94.jpg;147019cae600694e;Books;38.62;38.62;0.00;In stock (3 available);0
Extreme Prey (Lucas Davenport #26);25.40;3;Mystery;http://books.toscrape.com/media/cache/0a/b2/0ab24d35793497f6a72137191b91659e.jpg;588ba85ff11a3263;Books;25.40;25.40;0.00;In stock (3 available);0
Eragon (The Inheritance Cycle #1);43.87;3;Fantasy;http://books.toscrape.com/media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg;b843f52a986a2914;Books;43.87;43.87;0.00;In stock (3 available);0
Eclipse (Twilight #3);18.74;3;Default;http://books.toscrape.com/media/cache/cf/04/cf0433b690aab40a7ceddb682c90a54b.jpg;73f71f9556442117;Books;18.74;18.74;0.00;In stock (3 available);0
Dune (Dune #1);54.86;3;Science Fiction;http://books.toscrape.com/media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg;36d5884d44484277;Books;54.86;54.86;0.00;In stock (3 available);0
Dracula;52.62;3;Default;http://books.toscrape.com/media/cache/16/0e/160e4bca2350f51d5ec2fe4a0f88543a.jpg;a7ec599c1a547746;Books;52.62;52.62;0.00;In stock (3 available);0
Do Androids Dream of Electric Sheep? (Blade Runner #1);51.48;3;Science Fiction;http://books.toscrape.com/media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg;98330e431e56a9ea;Books;51.48;51.48;0.00;In stock (3 available);0
Disrupted: My Misadventure in the Start-Up Bubble;15.28;3;Nonfiction;http://books.toscrape.com/media/cache/b7/2e/b72ee05aebe1a2563e30582a35bb5372.jpg;81372abc86f65c79;Books;15.28;15.28;0.00;In stock (3 available);0
Dead Wake: The Last Crossing of the Lusitania;39.24;3;Default;http://books.toscrape.com/media/cache/18/6b/186b3ff364117b6771a99d18b944e801.jpg;04d858cdeeee0da4;Books;39.24;39.24;0.00;In stock (3 available);0
David and Goliath: Underdogs, Misfits, and the Art of Battling Giants;17.81;3;Default;http://books.toscrape.com/media/cache/e5/2a/e52aa0bc6f8fcf894ffbe132b68f903e.jpg;d234ddecef49ef4e;Books;17.81;17.81;0.00;In stock (3 available);0
Darkfever (Fever #1);56.02;3;Fantasy;http://books.toscrape.com/media/cache/f2/53/f253cb694eae2cc512e395f2d54eefd5.jpg;468bd274ac084bb9;Books;56.02;56.02;0.00;In stock (3 available);0
Dark Places;23.90;3;Default;http://books.toscrape.com/media/cache/48/77/48772730eb8ab688bcded3c230049e60.jpg;66937c669c4da072;Books;23.90;23.90;0.00;In stock (3 available);0
Crazy Rich Asians (Crazy Rich Asians #1);49.13;3;Fiction;http://books.toscrape.com/media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg;c9782ad2a0ed9331;Books;49.13;49.13;0.00;In stock (3 available);0
Counting Thyme;10.62;3;Childrens;http://books.toscrape.com/media/cache/1a/53/1a53aab1bf630cb7da16181d405987cc.jpg;157f693d9e600ccc;Books;10.62;10.62;0.00;In stock (3 available);0
Cosmos;36.17;3;Add a comment;http://books.toscrape.com/media/cache/e9/6e/e96eeedd915f4af106df0977404a0b8f.jpg;dbe33cf29ef1623d;Books;36.17;36.17;0.00;In stock (3 available);0
Civilization and Its Discontents;59.95;3;Psychology;http://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg;396385e3de5d18c3;Books;59.95;59.95;0.00;In stock (3 available);0
Cinder (The Lunar Chronicles #1);26.09;3;Young Adult;http://books.toscrape.com/media/cache/55/2d/552d4630bed694b33b042990e30722d3.jpg;7e9579921e5407cb;Books;26.09;26.09;0.00;In stock (3 available);0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years;37.35;3;Parenting;http://books.toscrape.com/media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg;ef49db2aaa9bb547;Books;37.35;37.35;0.00;In stock (3 available);0
Career of Evil (Cormoran Strike #3);24.72;3;Mystery;http://books.toscrape.com/media/cache/40/f8/40f897ffbfda6e88e5763c157cfd0930.jpg;b461cf238506c5b8;Books;24.72;24.72;0.00;In stock (3 available);0
Breaking Dawn (Twilight #4);35.28;3;Default;http://books.toscrape.com/media/cache/7f/14/7f14ab5b29802231676c975915fdaa46.jpg;bbfc4a3b7b6c94a0;Books;35.28;35.28;0.00;In stock (3 available);0
Brave Enough;51.32;3;Nonfiction;http://books.toscrape.com/media/cache/52/f5/52f5c0cb27e1f26b2639ff3f78acf833.jpg;fd2337c1b73b686e;Books;51.32;51.32;0.00;In stock (3 available);0
Boy Meets Boy;21.12;3;Young Adult;http://books.toscrape.com/media/cache/86/3c/863c3b48499a99392aace127df8b43e5.jpg;8e0bc2fe4e7d35b5;Books;21.12;21.12;0.00;In stock (3 available);0
Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen;27.35;3;Nonfiction;http://books.toscrape.com/media/cache/3a/bd/3abdfc779aede13dbd2eefe34f91dbb1.jpg;e256de8aa0c2115f;Books;27.35;27.35;0.00;In stock (3 available);0
Blink: The Power of Thinking Without Thinking;21.74;3;Nonfiction;http://books.toscrape.com/media/cache/41/be/41be12dcc78968882b11108acb79d1c7.jpg;0bbc48294707ba96;Books;21.74;21.74;0.00;In stock (3 available);0
Black Flags: The Rise of ISIS;40.87;3;Nonfiction;http://books.toscrape.com/media/cache/54/a3/54a3916506dc5bd1a6ea2200a3d0b28f.jpg;860318b8e244f39c;Books;40.87;40.87;0.00;In stock (3 available);0
Black Butler, Vol. 1 (Black Butler #1);49.31;3;Sequential Art;http://books.toscrape.com/media/cache/86/bb/86bb13ef73474e6e96acea6e5ff44231.jpg;15f415d436888b2d;Books;49.31;49.31;0.00;In stock (3 available);0
Big Little Lies;22.11;3;Fiction;http://books.toscrape.com/media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg;d3f9c4539c0caa64;Books;22.11;22.11;0.00;In stock (3 available);0
Between Shades of Gray;20.79;3;Historical Fiction;http://books.toscrape.com/media/cache/df/45/df45004c7a4c3940946ad09f85805565.jpg;155e42df837ee5ff;Books;20.79;20.79;0.00;In stock (3 available);0
Best of My Love (Fool's Gold #20);27.41;3;Romance;http://books.toscrape.com/media/cache/c1/0a/c10a83087db24c35f88555f2b8511e9e.jpg;67dea6c75d6a1075;Books;27.41;27.41;0.00;In stock (3 available);0
Beowulf;38.35;3;Classics;http://books.toscrape.com/media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg;3fb69f34e178d494;Books;38.35;38.35;0.00;In stock (3 available);0
Beautiful Creatures (Caster Chronicles #1);21.55;3;Default;http://books.toscrape.com/media/cache/82/30/82301a313be5a9ef4cedce8c79a54669.jpg;5439bae708bca198;Books;21.55;21.55;0.00;In stock (3 available);0
Awkward;38.02;3;Sequential Art;http://books.toscrape.com/media/cache/71/82/718278fb0edaa50e1f1930cdd2048d87.jpg;1d89a2aa9f6ce50f;Books;38.02;38.02;0.00;In stock (3 available);0
Ash;22.06;3;Fantasy;http://books.toscrape.com/media/cache/20/ea/20ea16f618488e65f6abc5535fa77610.jpg;5d22e2a46604b6e7;Books;22.06;22.06;0.00;In stock (3 available);0
Are We There Yet?;10.66;3;Childrens;http://books.toscrape.com/media/cache/5d/c7/5dc7a906a9257824ae5aca5e33dfb0cd.jpg;ef9c4f2465513956;Books;10.66;10.66;0.00;In stock (3 available);0
Are We Smart Enough to Know How Smart Animals Are?;56.58;3;Nonfiction;http://books.toscrape.com/media/cache/18/c1/18c1089811f55295b689bda892628fee.jpg;da0349a87c8caa2f;Books;56.58;56.58;0.00;In stock (3 available);0
Annie on My Mind;36.83;3;Young Adult;http://books.toscrape.com/media/cache/78/2c/782c8d1e4ab324d978c5dadca02e8cd8.jpg;7bf87402413c27ff;Books;36.83;36.83;0.00;In stock (3 available);0
And Then There Were None;35.01;3;Classics;http://books.toscrape.com/media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg;cfe350b20d23b02b;Books;35.01;35.01;0.00;In stock (3 available);0
